dimension,rot_type,angle,mirror,wm,pair_id,obj_id,orientation1,orientation2,image_path_1,image_path_2,marker_id,correctAns,first_2D_s.thisRepN,first_2D_s.thisTrialN,first_2D_s.thisN,first_2D_s.thisIndex,second_2D_s.thisRepN,second_2D_s.thisTrialN,second_2D_s.thisN,second_2D_s.thisIndex,first_3Dp_s.thisRepN,first_3Dp_s.thisTrialN,first_3Dp_s.thisN,first_3Dp_s.thisIndex,second_3Dp_s.thisRepN,second_3Dp_s.thisTrialN,second_3Dp_s.thisN,second_3Dp_s.thisIndex,first_2D_wm.thisRepN,first_2D_wm.thisTrialN,first_2D_wm.thisN,first_2D_wm.thisIndex,second_2D_wm.thisRepN,second_2D_wm.thisTrialN,second_2D_wm.thisN,second_2D_wm.thisIndex,first_3Dp_wm.thisRepN,first_3Dp_wm.thisTrialN,first_3Dp_wm.thisN,first_3Dp_wm.thisIndex,second_3Dp_wm.thisRepN,second_3Dp_wm.thisTrialN,second_3Dp_wm.thisN,second_3Dp_wm.thisIndex,first_3Dd_wm.thisRepN,first_3Dd_wm.thisTrialN,first_3Dd_wm.thisN,first_3Dd_wm.thisIndex,second_3Dd_wm.thisRepN,second_3Dd_wm.thisTrialN,second_3Dd_wm.thisN,second_3Dd_wm.thisIndex,thisRow.t,notes,start.started,text_start.started,key_resp_start.started,start.stopped,key_resp_start.keys,key_resp_start.rt,key_resp_start.duration,instructions.started,key_resp_12.started,image_8.started,instructions.stopped,key_resp_12.keys,key_resp_12.rt,key_resp_12.duration,instructions_2.started,image_9.started,key_resp_20.started,instructions_2.stopped,key_resp_20.keys,key_resp_20.rt,key_resp_20.duration,instructions_3.started,image_10.started,key_resp_21.started,instructions_3.stopped,key_resp_21.keys,key_resp_21.rt,key_resp_21.duration,single_2D_screen.started,text_13.started,key_resp_7.started,single_2D_screen.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,routine_2D_single.started,text.started,image.started,key_resp.started,text.stopped,routine_2D_single.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,strat.started,image_strat.started,key_resp_strat_control.started,image_strat.stopped,key_resp_strat_control.stopped,strat.stopped,strategy_response,key_resp_strat_control.keys,key_resp_strat_control.rt,key_resp_strat_control.duration,vividness.started,image_vivid.started,key_resp_vivid_slider_control.started,image_vivid.stopped,key_resp_vivid_slider_control.stopped,vividness.stopped,vivid_response,key_resp_vivid_slider_control.keys,key_resp_vivid_slider_control.rt,key_resp_vivid_slider_control.duration,ITI.started,text_2.started,text_2.stopped,ITI.stopped,image.stopped,key_resp.stopped,break_2D_s.started,text_17.started,key_resp_13.started,break_2D_s.stopped,key_resp_13.keys,key_resp_13.rt,key_resp_13.duration,single_3Dp_screen.started,text_9.started,key_resp_8.started,single_3Dp_screen.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,routine_3Dp_single.started,text_3.started,image_2.started,key_resp_2.started,text_3.stopped,routine_3Dp_single.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,image_2.stopped,key_resp_2.stopped,break_3Dp_s.started,text_18.started,key_resp_14.started,break_3Dp_s.stopped,key_resp_14.keys,key_resp_14.rt,key_resp_14.duration,wm_2D_screen.started,text_14.started,key_resp_9.started,wm_2D_screen.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,routine_2D_wm.started,text_4.started,img1.started,text_4.stopped,img1.stopped,text_5.started,text_5.stopped,img2.started,key_resp_3.started,routine_2D_wm.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,break_2D_wm.started,text_19.started,key_resp_15.started,break_2D_wm.stopped,key_resp_15.keys,key_resp_15.rt,key_resp_15.duration,wm_3Dp_screen.started,text_15.started,key_resp_10.started,wm_3Dp_screen.stopped,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,routine_3Dp_wm.started,text_6.started,image_3.started,text_6.stopped,text_11.started,image_3.stopped,text_11.stopped,image_4.started,key_resp_4.started,routine_3Dp_wm.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,break_3Dp_wm.started,text_20.started,key_resp_16.started,break_3Dp_wm.stopped,key_resp_16.keys,key_resp_16.rt,key_resp_16.duration,practice_3Dd_screen.started,image_11.started,key_resp_22.started,practice_3Dd_screen.stopped,key_resp_22.keys,key_resp_22.rt,key_resp_22.duration,practice_1_3Dd.started,image_12.started,key_resp_23.started,practice_1_3Dd.stopped,key_resp_23.keys,key_resp_23.rt,key_resp_23.duration,practice_2_3Dd.started,image_13.started,key_resp_24.started,practice_2_3Dd.stopped,key_resp_24.keys,key_resp_24.rt,key_resp_24.duration,wm_3Dd_screen.started,text_16.started,key_resp_11.started,wm_3Dd_screen.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,routine_3Dd_wm.started,text_8.started,image_6.started,text_8.stopped,text_12.started,image_6.stopped,text_12.stopped,image_7.started,key_resp_6.started,routine_3Dd_wm.stopped,key_resp_6.keys,key_resp_6.corr,key_resp_6.rt,key_resp_6.duration,break_3Dd_wm.started,text_21.started,key_resp_17.started,break_3Dd_wm.stopped,key_resp_17.keys,key_resp_17.rt,key_resp_17.duration,end.started,text_22.started,key_resp_18.started,end.stopped,key_resp_18.keys,key_resp_18.rt,key_resp_18.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
3D,d,180,False,True,27,sm3,60,240,output_pairs/3Dd_180_WM/3Dd_180_WM_27_1_sm_3_60deg.png,output_pairs/3Dd_180_WM/3Dd_180_WM_27_2_sm_3_240deg.png,558,comma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,3339.2006260000635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3348.95153890003,3348.984205399989,3348.984205399989,3350.9838712000055,3350.9838712000055,3350.954397100024,1.0,['comma'],[1.0528687000041828],[None],3350.954570800066,3350.9838712000055,3350.9838712000055,3352.9884434000123,3352.9884434000123,3352.954343599966,3.0,['slash'],[0.4606332000112161],[None],3352.9545490000164,3352.9884434000123,,3354.984233599971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339.151292299968,3339.2006260000635,3340.160866799997,3340.227144000004,3344.1508664999856,3344.1840236000717,3345.1611219999613,3345.1611219999613,3345.1611219999613,3348.951312100049,comma,1,3.7793824000982568,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,120,True,True,4,sm3,340,220,output_pairs/3Dd_120_M_WM/3Dd_120_M_WM_04_1_sm_3_340deg.png,output_pairs/3Dd_120_M_WM/3Dd_120_M_WM_04_2_sm_3_220deg.png,755,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,3355.0335093999747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3363.6847551000537,3363.7170958999777,3363.7170958999777,3365.717413500068,3365.717413500068,3365.6875057000434,4.0,['rshift'],[1.0875709000974894],[None],3365.687663699966,3365.717413500068,3365.717413500068,3367.7170409000246,3367.7170409000246,3367.687397700036,4.0,['rshift'],[0.30321689997799695],[None],3367.6875944000203,3367.7170409000246,3369.7325189000694,3369.6846241999883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3354.9844864000333,3355.0335093999747,3355.9508425999666,3356.051196100074,3359.951139600016,3359.951139600016,3360.9509161000606,3360.9509161000606,3360.9509161000606,3363.684542800067,comma,0,2.7179326999466866,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,120,False,True,12,obj4,220,340,output_pairs/3Dd_120_WM/3Dd_120_WM_12_1_obj_4_220deg.png,output_pairs/3Dd_120_WM/3Dd_120_WM_12_2_obj_4_340deg.png,366,comma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,3369.7325189000694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3379.084661800065,3379.1173735000193,3379.1173735000193,3381.117507099989,3381.117507099989,3381.088610099978,None,None,,,3381.0887009999715,3381.117507099989,3381.117507099989,3383.1177024999633,3383.1177024999633,3383.0883984999964,2.0,['period'],[0.6394861000590026],[None],3383.0885487999767,3383.1177024999633,,3385.084923999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3369.68479129998,3369.7325189000694,3370.684288199991,3370.760977500002,3374.717045400059,3374.683663600008,3375.7172651999863,3375.6838048000354,3375.6838048000354,3379.084412700031,period,0,3.3688921000575647,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,0,False,True,31,obj8,160,160,output_pairs/3Dd_0_WM/3Dd_0_WM_31_1_obj_8_160deg.png,output_pairs/3Dd_0_WM/3Dd_0_WM_31_2_obj_8_160deg.png,29,comma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,3385.1323850000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3392.2513833000557,3392.2841445000377,3392.2841445000377,3394.2885463000275,3394.2885463000275,3394.2545093999943,1.0,['comma'],[1.2643547999905422],[None],3394.254656800069,3394.2885463000275,3394.2885463000275,,,3396.286301400047,4.0,['rshift'],[0.38776239997241646],[None],3396.2864661000203,3396.3172193999635,,3398.2847471999703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385.0851248999825,3385.1323850000044,3386.0945563999703,3386.1509588999907,3390.0843119999627,3390.117915000068,3391.0843754999805,3391.0843754999805,3391.0843754999805,3392.251173799974,comma,1,1.144021200016141,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,180,False,True,2,obj5,200,20,output_pairs/3Dd_180_WM/3Dd_180_WM_02_1_obj_5_200deg.png,output_pairs/3Dd_180_WM/3Dd_180_WM_02_2_obj_5_20deg.png,572,comma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,3398.3347685000626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406.2900386999827,3406.3177914000116,3406.3177914000116,3408.317392500001,3408.317392500001,3408.287654499989,4.0,['rshift'],[1.7906516999937594],[None],3408.287802600069,3408.317392500001,3408.317392500001,3410.3172662999714,3410.3172662999714,3410.287263300037,2.0,"['slash', 'period']","[0.6709165000356734, 1.103378799976781]","[None, None]",3410.2874127000105,3410.3172662999714,3412.333453200059,3412.284812400001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3398.284951400012,3398.3347685000626,3399.2505446000723,3399.3503688999917,3403.2504734999966,3403.2504734999966,3404.250990999979,3404.250990999979,3404.250990999979,3406.289841299993,period,0,2.0094516000244766,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,120,True,True,16,obj6,240,0,output_pairs/3Dd_120_M_WM/3Dd_120_M_WM_16_1_obj_6_240deg.png,output_pairs/3Dd_120_M_WM/3Dd_120_M_WM_16_2_obj_6_0deg.png,759,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,3412.333453200059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421.918637200026,3421.955538499984,3421.955538499984,,,3423.9524645999772,1.0,['comma'],[1.808897800045088],[None],3423.9526161999675,3423.983941799961,3423.983941799961,,,3425.9527170000365,1.0,['comma'],[0.8691171000245959],[None],3425.9529398999875,3425.984045100049,,3427.9280219000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3412.2849748000735,3412.333453200059,3413.31761430006,3413.351648800075,3417.322068699985,3417.322068699985,3418.31776190002,3418.294540800038,3418.294540800038,3421.9184243000345,period,1,3.614847099990584,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,0,True,True,9,obj7,180,180,output_pairs/3Dd_0_M_WM/3Dd_0_M_WM_09_1_obj_7_180deg.png,output_pairs/3Dd_0_M_WM/3Dd_0_M_WM_09_2_obj_7_180deg.png,453,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,3427.978614700027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3434.7861559999874,3434.817773399991,3434.817773399991,3436.817378800013,3436.817378800013,3436.7875452999724,4.0,['rshift'],[1.0988159000407904],[None],3436.787688100012,3436.817378800013,3436.817378800013,,,3438.790383600048,4.0,['rshift'],[0.4029693000484258],[None],3438.7905302,3438.8220122000203,,3440.794671699987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3427.9283163000364,3427.978614700027,3428.917595600011,3428.9844315999653,3432.9174995999783,3432.9174995999783,3433.9179378000554,3433.9179378000554,3433.9179378000554,3434.7859489000402,comma,0,0.8642382000107318,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,0,False,True,14,sm2,120,120,output_pairs/3Dd_0_WM/3Dd_0_WM_14_1_sm_2_120deg.png,output_pairs/3Dd_0_WM/3Dd_0_WM_14_2_sm_2_120deg.png,11,comma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,3440.8481348999776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3447.5624243000057,3447.5841927999863,3447.5841927999863,3449.584097999963,3449.584097999963,3449.554390500067,4.0,['rshift'],[0.42862240003887564],[None],3449.5546049000695,3449.584097999963,3449.584097999963,3451.5889431000687,3451.5889431000687,3451.5551793000195,4.0,['rshift'],[0.3645451999036595],[None],3451.555339200073,3451.5889431000687,,3453.5890077999793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440.7948434000136,3440.8481348999776,3441.821973999962,3441.8510799000505,3445.822065000073,3445.851232200046,3446.8555161000695,3446.818098000018,3446.818098000018,3447.562211500015,comma,1,0.730704199988395,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,60,True,True,20,obj1,320,20,output_pairs/3Dd_60_M_WM/3Dd_60_M_WM_20_1_obj_15_320deg.png,output_pairs/3Dd_60_M_WM/3Dd_60_M_WM_20_2_obj_15_20deg.png,283,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,3453.6352023000363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3462.318571700016,3462.3508048000513,3462.3508048000513,3464.3509184999857,3464.3509184999857,3464.32161069999,None,None,,,3464.3217019999865,3464.3509184999857,3464.3509184999857,3466.3513138999697,3466.3513138999697,3466.3216615000274,4.0,['rshift'],[0.18158090009819716],[None],3466.321807999979,3466.3513138999697,,3468.3222111000214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3453.589164600009,3453.6352023000363,3454.5848245000234,3454.6514412000543,3458.5845753999893,3458.5845753999893,3459.594837200013,3459.594837200013,3459.594837200013,3462.3183295000345,period,1,2.7143321000039577,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,60,False,True,17,obj1,40,100,output_pairs/3Dd_60_WM/3Dd_60_WM_17_1_obj_11_40deg.png,output_pairs/3Dd_60_WM/3Dd_60_WM_17_2_obj_11_100deg.png,588,comma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,3468.3690369999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3475.8517683000537,3475.8846344000194,3475.8846344000194,3477.884715800057,3477.884715800057,3477.8547881999984,1.0,['comma'],[1.698288399958983],[None],3477.8549373999704,3477.884715800057,3477.884715800057,3479.8845333000645,3479.8845333000645,3479.8546971000032,4.0,['rshift'],[1.7043014999944717],[None],3479.854851500015,3479.8845333000645,3481.8984274000395,3481.8517472000094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3468.3224092000164,3468.3690369999968,3469.3281234999886,3469.394893800025,3473.3180062000174,3473.3514894000255,3474.318059100071,3474.318059100071,3474.318059100071,3475.8515690000495,period,0,1.51040779997129,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,180,False,True,14,obj1,260,80,output_pairs/3Dd_180_WM/3Dd_180_WM_14_1_obj_15_260deg.png,output_pairs/3Dd_180_WM/3Dd_180_WM_14_2_obj_15_80deg.png,568,comma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,3481.8984274000395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3489.452129799989,3489.4844032999827,3489.4844032999827,3491.48423870001,3491.48423870001,3491.4545097000664,4.0,['rshift'],[1.8721860001096502],[None],3491.4547210000455,3491.48423870001,3491.48423870001,,,3493.4582205000333,2.0,"['comma', 'period']","[0.7850317000411451, 1.2250263000605628]","[None, None]",3493.4584258999676,3493.4844829000067,,3495.4558160000015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3481.8519371000584,3481.8984274000395,3482.8514310000464,3482.928226100048,3486.8514349999605,3486.8514349999605,3487.85139960004,3487.85139960004,3487.85139960004,3489.4519263000693,period,0,1.593495300039649,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,0,False,True,24,sm2,280,280,output_pairs/3Dd_0_WM/3Dd_0_WM_24_1_sm_2_280deg.png,output_pairs/3Dd_0_WM/3Dd_0_WM_24_2_sm_2_280deg.png,24,comma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,3495.505778599996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3502.1522901999997,3502.1847377000377,3502.1847377000377,3504.184850699967,3504.184850699967,3504.1551805000054,1.0,['comma'],[1.196042099967599],[None],3504.1553303999826,3504.184850699967,3504.184850699967,3506.184674500022,3506.184674500022,3506.1551775999833,4.0,['rshift'],[0.2931805000407621],[None],3506.155343899969,3506.184674500022,3508.196986300056,3508.151729000034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3495.456008200068,3495.505778599996,3496.4617979000323,3496.5180241999915,3500.4842405000236,3500.4842405000236,3501.484176099999,3501.484176099999,3501.484176099999,3502.1520725999726,comma,1,0.6486771000782028,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,60,True,True,31,obj1,40,340,output_pairs/3Dd_60_M_WM/3Dd_60_M_WM_31_1_obj_14_40deg.png,output_pairs/3Dd_60_M_WM/3Dd_60_M_WM_31_2_obj_14_340deg.png,270,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,3508.196986300056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3515.419205800048,3515.4514252999797,3515.4514252999797,3517.4618446000386,3517.4618446000386,3517.4218895999948,4.0,['rshift'],[1.5051980999996886],[None],3517.422040699981,3517.4618446000386,3517.4618446000386,,,3519.452708499972,4.0,['rshift'],[0.5346838999539614],[None],3519.4528848000336,3519.4845524000702,,3521.4284121000674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.1519123000326,3508.196986300056,3509.1618353000376,3509.228273399989,3513.151539399987,3513.184768700041,3514.1515187000623,3514.1515187000623,3514.1515187000623,3515.41899939999,period,1,1.254249899997376,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,60,False,True,1,obj5,280,220,output_pairs/3Dd_60_WM/3Dd_60_WM_01_1_obj_5_280deg.png,output_pairs/3Dd_60_WM/3Dd_60_WM_01_2_obj_5_220deg.png,602,comma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,3521.47883440007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528.656736899982,3528.684992399998,3528.684992399998,3530.6844145000214,3530.6844145000214,3530.655190499965,4.0,['rshift'],[0.7440439000492916],[None],3530.655394600006,3530.6844145000214,3530.6844145000214,3532.6847949000075,3532.6847949000075,3532.655207899981,4.0,['rshift'],[0.3288083999650553],[None],3532.6553603999782,3532.6847949000075,3534.69861750002,3534.6517041999614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3521.4286550000543,3521.47883440007,3522.4518014000496,3522.4850517000305,3526.4514998999657,3526.4514998999657,3527.455794300069,3527.4226620000554,3527.4226620000554,3528.656539699994,period,0,1.222218899987638,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,180,False,True,17,obj6,160,340,output_pairs/3Dd_180_WM/3Dd_180_WM_17_1_obj_6_160deg.png,output_pairs/3Dd_180_WM/3Dd_180_WM_17_2_obj_6_340deg.png,550,comma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,3534.69861750002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3542.1857889000094,3542.21793360007,3542.21793360007,,,3544.1910418999614,None,None,,,3544.1911323000677,3544.218173100031,3544.218173100031,3546.218398600002,3546.218398600002,3546.1887181999628,2.0,['period'],[0.11587870004586875],[None],3546.1888784000184,3546.218398600002,,3548.189465600066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3534.6518668000354,3534.69861750002,3535.684824099997,3535.7181200999767,3539.6893840000266,3539.6893840000266,3540.7225758000277,3540.689129400067,3540.689129400067,3542.185529600014,comma,1,1.491593899903819,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
3D,d,0,True,True,30,obj1,0,0,output_pairs/3Dd_0_M_WM/3Dd_0_M_WM_30_1_obj_10_0deg.png,output_pairs/3Dd_0_M_WM/3Dd_0_M_WM_30_2_obj_10_0deg.png,450,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,3548.2348843000364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3555.452553600073,3555.4848524000263,3555.4848524000263,3557.4845961000537,3557.4845961000537,3557.45484390005,4.0,['rshift'],[1.280667099985294],[None],3557.4549925000174,3557.4845961000537,3557.4845961000537,3559.489394300035,3559.489394300035,3559.4561256000306,4.0,['rshift'],[0.27220310003031045],[None],3559.4563242000295,3559.489394300035,,3561.4849704999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3548.189643300022,3548.2348843000364,3549.1952668000013,3549.251678099972,3553.2179101000074,3553.2179101000074,3554.218291600002,3554.1852004000684,3554.1852004000684,3555.4523447999964,period,1,1.2520752000855282,None,,,,,,,,,,,,,,,003,001,2024-05-27_13h27.02.182,ps,2023.2.3,29.874574583948917,2024-05-27 13h27.15.954092 -0400,
